Gene  Rule 
g1079    ( g12 or g55 or g103 or g124 or g138 or g159 or g196 or g204 or g206 or g212 or g223 or g227 or g237 or g254 or g260 or g261 or g273 or g280 or g284 or g324 or g364 or g375 or g379 or g427 or g428 or g436 or g438 or g459 or g509 or g522 or g535 or g540 or g542 or g547 or g564 or g571 or g578 or g584 or g591 or g603 or g609 or g628 or g662 or g690 or g702 or g726 or g746 or g754 or g770 or g787 or g808 or g809 or g824 or g835 or g843 or g849 or g868 or g871 or g872 or g880 or g905 or g909 or g953 or g973 or g984 or g987 or g1016 or g1039 or g1067 or g1072 or g1081 or g1104 or g1124 or g1155 or g1160 or g1174 or g1189 or g1191 or g1199 or g1204 or g1210 or g1218 or g1227 or g1240 or g1254 or g1255 or g1262 or g1266 or g1274 or g1281 or g1291 or g1295 or g1303 or g1331 or g1422 or g1423 or g1425 or g1429 or g1430 or g1437 or g1443 or g1448 or g1450 or g1457 or g1458 or g1464 or g1480 or g1482 or g1485 or g1486 )
g1080    ( g187 or g251 or g334 or g366 or g492 or g658 or g803 or g884 or g916 or g1218 or g1245 or g1355 or g1446 or g1483 )
g1081    ( g251 or g549 or g643 or g837 or g892 or g1211 or g1237 or g1333 )
g1082    ( g109 or g145 or g759 or g778 or g818 or g824 or g888 or g913 or g1003 or g1080 or g1370 or g1375 or g1491 )
g1083    ( g319 or g349 or g401 or g439 or g563 or g946 or g1009 or g1431 )
g1084    ( g303 or g602 or g810 or g955 or g1220 or g1452 or g1490 )
g1085    ( g248 or g254 or g335 or g485 or g851 or g853 or g854 or g915 or g948 or g1194 or g1217 or g1368 or g1373 or g1401 )
g1086    ( g494 )
g1087    ( g32 or g477 or g552 or g762 or g930 or g1005 or g1281 or g1305 or g1500 )
g1088    ( g492 or g610 or g1020 or g1096 or g1240 or g1320 )
g1089    ( g334 or g590 or g729 or g1020 )
g1090    ( g1307 or g1482 or g1500 )
g1091    ( g58 or g802 or g1464 )
g1092    ( g1080 )
g1093    ( g21 or g26 or g35 or g63 or g115 or g118 or g136 or g168 or g170 or g181 or g216 or g225 or g231 or g256 or g261 or g275 or g314 or g318 or g324 or g344 or g363 or g468 or g471 or g483 or g505 or g510 or g517 or g525 or g534 or g548 or g552 or g582 or g589 or g611 or g637 or g655 or g666 or g669 or g670 or g682 or g687 or g696 or g722 or g736 or g737 or g745 or g747 or g748 or g805 or g819 or g855 or g868 or g922 or g927 or g928 or g948 or g987 or g1006 or g1013 or g1045 or g1069 or g1072 or g1073 or g1091 or g1095 or g1153 or g1156 or g1177 or g1188 or g1190 or g1201 or g1204 or g1209 or g1222 or g1232 or g1242 or g1255 or g1275 or g1314 or g1344 or g1363 or g1368 or g1378 or g1380 or g1381 or g1396 or g1432 or g1437 or g1453 or g1477 or g1490 or g1500 )
g1094    ( g187 or g270 or g432 or g479 or g487 or g662 or g671 or g727 or g747 or g1455 )
g1095    ( g27 or g271 or g1102 or g1308 )
g1096    ( g874 or g1101 or g1210 or g1346 )
g1097    ( g482 or g702 or g800 or g1046 or g1114 or g1219 )
g1098    ( g13 or g1176 )
g1099    ( g32 or g233 or g235 or g286 or g315 or g464 or g552 or g810 or g903 or g962 or g1085 or g1122 or g1399 )
g1100    ( g29 or g49 or g51 or g101 or g136 or g279 or g379 or g478 or g487 or g524 or g567 or g745 or g818 or g826 or g869 or g978 or g1005 or g1021 or g1109 or g1115 or g1138 or g1199 or g1215 or g1259 or g1386 or g1390 or g1427 or g1470 or g1493 )
g1101    ( g324 or g669 or g772 or g1405 )
g1102    ( g85 or g318 or g350 or g841 or g849 or g1003 or g1275 or g1476 )
g1103    ( g107 or g602 or g672 or g693 or g717 or g1134 or g1293 )
g1104    ( g331 or g537 )
g1105    ( g8 or g64 or g191 or g287 or g370 or g416 or g617 or g634 or g671 or g695 or g696 or g727 or g785 or g837 or g860 or g1083 or g1295 )
g1106    ( g27 or g44 or g108 or g141 or g195 or g264 or g269 or g325 or g327 or g367 or g396 or g418 or g424 or g432 or g433 or g447 or g469 or g476 or g561 or g582 or g609 or g616 or g648 or g655 or g660 or g669 or g696 or g717 or g741 or g771 or g772 or g788 or g809 or g822 or g849 or g852 or g972 or g974 or g996 or g1046 or g1064 or g1091 or g1103 or g1109 or g1177 or g1190 or g1218 or g1277 or g1280 or g1321 or g1324 or g1352 or g1381 or g1409 or g1415 or g1418 or g1440 or g1451 or g1455 or g1462 )
g1107    ( g100 or g695 or g764 or g798 or g974 or g1013 or g1021 or g1220 or g1300 or g1423 )
g1108    ( g381 or g638 or g710 or g1050 or g1290 )
g1109    ( g10 or g34 or g93 or g183 or g259 or g262 or g285 or g323 or g381 or g457 or g537 or g607 or g612 or g629 or g639 or g713 or g755 or g758 or g871 or g962 or g1006 or g1013 or g1043 or g1053 or g1060 or g1069 or g1200 or g1204 or g1243 or g1251 or g1260 or g1269 or g1317 or g1332 or g1336 or g1355 or g1398 or g1423 or g1428 )
g1110    ( g552 or g998 or g1346 )
g1111    ( g15 or g207 or g599 or g697 or g789 or g931 or g1165 )
g1112    ( g609 or g695 or g722 or g929 or g988 or g1040 or g1115 or g1141 or g1200 or g1217 )
g1113    ( g135 or g221 or g635 or g943 or g1402 or g1434 )
g1114    ( g70 )
g1115    ( g32 or g127 or g180 or g289 or g1184 )
g1116    ( g454 or g607 or g875 or g1136 or g1146 or g1302 or g1426 or g1449 or g1492 )
g1117    ( g237 or g364 or g856 or g1113 or g1187 or g1271 or g1411 or g1461 )
g1118    ( g340 or g374 or g1472 )
g1119    ( g73 or g248 or g388 or g417 or g648 or g701 or g1214 or g1492 )
g1120    ( g47 or g95 or g419 or g559 or g1457 )
g1121    ( g20 or g410 or g454 or g1086 or g1108 or g1143 or g1481 or g1493 )
g1122    ( g102 or g406 or g772 or g776 or g1097 or g1201 )
g1123    ( g740 or g866 )
g1124    ( g1490 )
g1125    ( g94 or g110 or g119 or g221 or g353 or g355 or g360 or g378 or g455 or g468 or g495 or g516 or g544 or g581 or g597 or g641 or g647 or g715 or g733 or g747 or g756 or g761 or g772 or g791 or g820 or g829 or g883 or g940 or g971 or g1037 or g1080 or g1106 or g1134 or g1172 or g1187 or g1197 or g1212 or g1239 or g1252 or g1262 or g1317 or g1346 or g1360 or g1395 or g1403 or g1417 or g1452 or g1464 or g1469 or g1495 )
g1126    ( g255 or g296 or g1041 or g1337 )
g1127    ( g66 or g277 or g463 or g551 or g602 or g845 or g953 or g1000 or g1300 or g1453 or g1468 )
g1128    ( g1340 or g1426 or g1431 )
g1129    ( g53 or g165 or g218 or g689 or g863 or g1049 or g1136 )
g1130    ( g98 or g163 or g267 or g448 or g456 or g870 or g1031 or g1155 )
g1131    ( g133 or g148 or g372 or g442 or g628 or g1038 or g1109 or g1119 or g1314 or g1355 or g1489 )
g1132    ( g12 or g85 or g672 )
g1133    ( g121 or g156 or g398 or g462 or g465 or g476 or g568 or g607 or g655 or g701 or g724 or g736 or g761 or g785 or g807 or g869 or g880 or g900 or g912 or g951 or g1251 or g1253 or g1415 or g1429 )
g1134    ( g22 or g41 or g44 or g64 or g66 or g77 or g143 or g174 or g183 or g202 or g261 or g330 or g333 or g345 or g360 or g362 or g387 or g393 or g425 or g443 or g449 or g491 or g497 or g518 or g548 or g581 or g608 or g611 or g634 or g635 or g638 or g644 or g657 or g694 or g711 or g732 or g824 or g844 or g873 or g882 or g892 or g893 or g899 or g906 or g920 or g939 or g963 or g972 or g977 or g1010 or g1011 or g1014 or g1027 or g1048 or g1055 or g1098 or g1104 or g1115 or g1129 or g1131 or g1148 or g1180 or g1188 or g1207 or g1215 or g1234 or g1235 or g1240 or g1261 or g1272 or g1275 or g1277 or g1284 or g1337 or g1349 or g1374 or g1383 or g1384 or g1435 or g1447 or g1453 or g1460 or g1482 or g1499 or g1500 )
g1135    ( g306 or g326 or g362 or g431 or g621 or g739 or g745 or g913 or g1112 or g1124 or g1196 or g1329 or g1437 or g1460 )
g1136    ( g34 or g46 or g49 or g58 or g96 or g108 or g159 or g167 or g187 or g224 or g245 or g256 or g263 or g271 or g304 or g306 or g309 or g310 or g329 or g348 or g374 or g396 or g410 or g424 or g444 or g445 or g460 or g520 or g536 or g563 or g644 or g649 or g684 or g736 or g751 or g770 or g794 or g810 or g814 or g908 or g935 or g950 or g964 or g983 or g1008 or g1034 or g1072 or g1119 or g1121 or g1177 or g1202 or g1204 or g1272 or g1281 or g1301 or g1355 or g1364 or g1389 or g1397 or g1410 or g1412 or g1440 or g1458 or g1459 or g1471 or g1497 )
g1137    ( g131 or g211 or g452 or g533 or g803 or g1265 or g1380 or g1465 )
g1138    ( g12 )
g1139    ( g173 or g529 or g560 or g997 or g1156 or g1355 or g1375 or g1431 )
g1140    ( g192 or g285 or g295 or g474 or g914 or g1142 or g1351 or g1443 or g1455 or g1476 )
g1141    ( g125 or g249 or g540 or g1015 or g1048 or g1076 )
g1142    ( g1019 )
g1143    ( g5 or g6 or g104 or g1023 or g1084 or g1121 )
g1144    ( g29 or g678 or g872 )
g1145    ( g184 or g454 or g912 or g1019 or g1123 or g1217 or g1226 or g1231 or g1266 or g1347 or g1368 or g1395 or g1496 )
g1146    ( g80 or g123 or g261 or g514 or g516 or g518 or g564 or g760 or g974 or g1133 )
g1147    ( g14 or g215 or g633 or g907 or g942 or g985 or g1247 )
g1148    ( g401 or g965 or g1064 or g1129 )
g1149    ( g993 or g1412 )
g1150    ( g33 or g110 or g112 or g230 or g256 or g435 or g450 or g524 or g531 or g622 or g674 or g738 or g843 or g982 or g1120 or g1219 or g1292 or g1364 or g1427 )
g1151    ( g26 or g378 or g651 or g933 )
g1152    ( g52 or g134 or g201 or g264 or g310 or g321 or g417 or g455 or g481 or g504 or g521 or g604 or g612 or g658 or g685 or g691 or g714 or g777 or g818 or g822 or g825 or g881 or g936 or g972 or g989 or g1010 or g1062 or g1073 or g1076 or g1095 or g1156 or g1185 or g1210 or g1229 or g1256 or g1257 or g1261 or g1287 or g1300 or g1302 or g1306 or g1337 or g1345 or g1393 or g1402 or g1421 or g1432 or g1444 or g1458 or g1491 or g1497 or g1498 )
g1153    ( g429 or g570 or g611 or g719 or g1430 or g1485 )
g1154    ( g27 or g37 or g136 or g188 or g192 or g240 or g289 or g366 or g416 or g485 or g486 or g503 or g530 or g582 or g732 or g748 or g758 or g827 or g835 or g860 or g865 or g892 or g893 or g969 or g992 or g1018 or g1038 or g1122 or g1173 or g1179 or g1229 or g1234 or g1348 or g1352 or g1355 or g1362 or g1401 or g1402 or g1445 or g1481 )
g1155    ( g36 or g805 or g1416 )
g1156    ( g225 or g380 or g834 or g839 or g937 or g1021 or g1081 or g1209 or g1247 or g1251 )
g1157    ( g166 or g432 or g945 or g1277 or g1448 )
g1158    ( g54 or g304 or g662 or g702 or g1082 )
g1159    ( g42 or g1112 or g1386 )
g1160    
g1161    ( g222 or g673 or g702 or g1033 or g1058 or g1160 or g1195 or g1250 )
g1162    ( g65 or g75 or g78 or g235 or g247 or g251 or g288 or g505 or g710 or g717 or g735 or g770 or g860 or g1212 or g1461 or g1466 or g1486 or g1499 )
g1163    ( g148 or g545 or g1139 or g1283 or g1435 or g1436 )
g1164    
g1165    ( g111 )
g1166    ( g458 or g606 or g1211 or g1471 )
g1167    ( g1 or g3 or g5 or g8 or g10 or g12 or g14 or g16 or g18 or g19 or g20 or g21 or g22 or g24 or g25 or g26 or g34 or g36 or g37 or g40 or g42 or g43 or g45 or g47 or g53 or g54 or g59 or g60 or g61 or g62 or g63 or g64 or g67 or g68 or g69 or g70 or g71 or g72 or g74 or g76 or g77 or g79 or g80 or g81 or g83 or g84 or g85 or g87 or g88 or g89 or g90 or g92 or g94 or g99 or g100 or g101 or g102 or g105 or g106 or g107 or g109 or g111 or g112 or g116 or g119 or g120 or g122 or g125 or g126 or g127 or g128 or g130 or g133 or g136 or g139 or g140 or g141 or g142 or g143 or g145 or g146 or g147 or g148 or g150 or g152 or g153 or g154 or g155 or g156 or g161 or g162 or g163 or g164 or g165 or g167 or g168 or g170 or g174 or g175 or g176 or g177 or g178 or g179 or g180 or g183 or g185 or g187 or g188 or g189 or g191 or g194 or g196 or g198 or g202 or g203 or g204 or g205 or g207 or g209 or g210 or g211 or g212 or g216 or g217 or g218 or g219 or g221 or g223 or g224 or g227 or g229 or g230 or g232 or g233 or g234 or g235 or g236 or g237 or g239 or g243 or g244 or g245 or g247 or g248 or g249 or g250 or g251 or g257 or g258 or g259 or g262 or g264 or g265 or g268 or g269 or g271 or g273 or g274 or g276 or g278 or g279 or g280 or g284 or g285 or g286 or g287 or g288 or g289 or g290 or g291 or g292 or g294 or g295 or g298 or g299 or g302 or g303 or g305 or g306 or g307 or g308 or g309 or g310 or g311 or g312 or g313 or g315 or g318 or g319 or g321 or g322 or g325 or g327 or g328 or g329 or g330 or g333 or g335 or g337 or g338 or g339 or g340 or g341 or g342 or g343 or g346 or g348 or g350 or g352 or g354 or g355 or g357 or g359 or g364 or g365 or g368 or g370 or g373 or g375 or g376 or g377 or g378 or g379 or g380 or g383 or g386 or g387 or g389 or g391 or g392 or g393 or g394 or g396 or g397 or g399 or g400 or g403 or g404 or g405 or g406 or g407 or g409 or g411 or g412 or g413 or g414 or g415 or g418 or g419 or g425 or g426 or g427 or g428 or g429 or g431 or g432 or g433 or g436 or g437 or g440 or g442 or g444 or g445 or g446 or g447 or g448 or g449 or g450 or g451 or g452 or g454 or g456 or g457 or g458 or g460 or g462 or g463 or g464 or g465 or g467 or g470 or g471 or g473 or g476 or g477 or g478 or g479 or g481 or g484 or g486 or g488 or g489 or g494 or g495 or g496 or g497 or g498 or g501 or g502 or g503 or g506 or g509 or g511 or g512 or g513 or g517 or g520 or g521 or g522 or g523 or g525 or g527 or g528 or g532 or g535 or g536 or g537 or g538 or g539 or g540 or g541 or g545 or g546 or g549 or g550 or g555 or g556 or g562 or g563 or g564 or g565 or g567 or g569 or g570 or g571 or g572 or g574 or g575 or g579 or g580 or g581 or g582 or g585 or g586 or g588 or g589 or g590 or g591 or g592 or g594 or g595 or g596 or g597 or g602 or g604 or g605 or g606 or g608 or g609 or g611 or g612 or g615 or g619 or g620 or g623 or g624 or g626 or g628 or g629 or g630 or g631 or g632 or g633 or g634 or g635 or g636 or g637 or g638 or g639 or g641 or g642 or g643 or g644 or g646 or g648 or g649 or g650 or g651 or g652 or g653 or g655 or g656 or g657 or g659 or g662 or g663 or g665 or g666 or g669 or g670 or g671 or g672 or g674 or g675 or g680 or g681 or g682 or g683 or g685 or g686 or g687 or g688 or g689 or g691 or g692 or g693 or g694 or g696 or g697 or g699 or g700 or g701 or g702 or g703 or g706 or g707 or g709 or g712 or g713 or g715 or g716 or g718 or g719 or g722 or g723 or g724 or g726 or g727 or g728 or g729 or g730 or g734 or g735 or g737 or g738 or g739 or g741 or g742 or g743 or g744 or g746 or g748 or g749 or g750 or g754 or g755 or g756 or g758 or g761 or g762 or g763 or g764 or g766 or g772 or g773 or g775 or g777 or g778 or g779 or g782 or g783 or g785 or g786 or g787 or g790 or g791 or g792 or g793 or g794 or g795 or g796 or g797 or g801 or g802 or g804 or g805 or g806 or g808 or g810 or g812 or g813 or g815 or g819 or g820 or g821 or g822 or g826 or g829 or g832 or g834 or g838 or g839 or g840 or g841 or g844 or g845 or g846 or g850 or g851 or g852 or g853 or g854 or g856 or g860 or g861 or g862 or g863 or g865 or g867 or g869 or g870 or g874 or g876 or g877 or g879 or g881 or g885 or g888 or g889 or g890 or g892 or g894 or g896 or g897 or g901 or g902 or g905 or g906 or g907 or g908 or g909 or g911 or g914 or g915 or g916 or g918 or g919 or g920 or g922 or g923 or g924 or g925 or g926 or g927 or g929 or g932 or g934 or g936 or g937 or g938 or g939 or g943 or g944 or g945 or g946 or g947 or g948 or g949 or g950 or g951 or g952 or g953 or g955 or g958 or g959 or g960 or g961 or g962 or g964 or g965 or g966 or g967 or g969 or g970 or g972 or g973 or g975 or g979 or g980 or g982 or g985 or g988 or g989 or g990 or g991 or g992 or g993 or g996 or g998 or g999 or g1001 or g1002 or g1004 or g1005 or g1006 or g1007 or g1009 or g1011 or g1015 or g1016 or g1019 or g1024 or g1025 or g1026 or g1028 or g1029 or g1030 or g1031 or g1033 or g1034 or g1035 or g1036 or g1037 or g1038 or g1040 or g1041 or g1044 or g1045 or g1046 or g1048 or g1050 or g1051 or g1054 or g1055 or g1056 or g1057 or g1058 or g1059 or g1062 or g1064 or g1066 or g1068 or g1071 or g1072 or g1074 or g1075 or g1076 or g1077 or g1081 or g1086 or g1087 or g1088 or g1092 or g1093 or g1094 or g1095 or g1097 or g1098 or g1102 or g1103 or g1104 or g1105 or g1107 or g1108 or g1110 or g1111 or g1112 or g1114 or g1115 or g1117 or g1118 or g1119 or g1121 or g1122 or g1124 or g1125 or g1128 or g1131 or g1132 or g1133 or g1134 or g1135 or g1136 or g1137 or g1138 or g1139 or g1140 or g1141 or g1142 or g1143 or g1144 or g1146 or g1150 or g1152 or g1153 or g1156 or g1157 or g1158 or g1159 or g1160 or g1164 or g1166 or g1168 or g1169 or g1171 or g1172 or g1173 or g1174 or g1176 or g1177 or g1179 or g1181 or g1182 or g1183 or g1185 or g1187 or g1188 or g1189 or g1191 or g1192 or g1193 or g1194 or g1196 or g1197 or g1200 or g1201 or g1202 or g1203 or g1205 or g1206 or g1207 or g1210 or g1212 or g1213 or g1217 or g1220 or g1221 or g1222 or g1224 or g1225 or g1226 or g1228 or g1229 or g1230 or g1231 or g1233 or g1234 or g1235 or g1236 or g1237 or g1238 or g1239 or g1240 or g1241 or g1242 or g1243 or g1244 or g1246 or g1247 or g1248 or g1250 or g1251 or g1252 or g1253 or g1255 or g1256 or g1257 or g1259 or g1260 or g1261 or g1263 or g1264 or g1267 or g1271 or g1272 or g1273 or g1274 or g1275 or g1276 or g1278 or g1280 or g1286 or g1287 or g1289 or g1292 or g1293 or g1295 or g1296 or g1297 or g1299 or g1300 or g1301 or g1302 or g1303 or g1305 or g1306 or g1307 or g1308 or g1310 or g1311 or g1312 or g1313 or g1314 or g1315 or g1317 or g1318 or g1319 or g1321 or g1323 or g1324 or g1326 or g1330 or g1331 or g1332 or g1333 or g1334 or g1338 or g1339 or g1341 or g1342 or g1343 or g1344 or g1346 or g1347 or g1349 or g1351 or g1352 or g1353 or g1355 or g1356 or g1357 or g1358 or g1361 or g1363 or g1364 or g1365 or g1366 or g1367 or g1370 or g1371 or g1373 or g1374 or g1375 or g1376 or g1377 or g1378 or g1380 or g1381 or g1382 or g1383 or g1385 or g1386 or g1387 or g1388 or g1397 or g1398 or g1399 or g1400 or g1401 or g1403 or g1405 or g1406 or g1407 or g1408 or g1410 or g1411 or g1412 or g1413 or g1414 or g1415 or g1416 or g1417 or g1418 or g1419 or g1420 or g1421 or g1422 or g1423 or g1424 or g1425 or g1426 or g1427 or g1428 or g1429 or g1432 or g1434 or g1435 or g1436 or g1437 or g1438 or g1439 or g1441 or g1443 or g1445 or g1446 or g1447 or g1450 or g1452 or g1453 or g1454 or g1455 or g1456 or g1457 or g1458 or g1459 or g1460 or g1461 or g1462 or g1464 or g1465 or g1466 or g1467 or g1468 or g1469 or g1470 or g1471 or g1472 or g1473 or g1474 or g1475 or g1476 or g1477 or g1478 or g1480 or g1481 or g1482 or g1483 or g1485 or g1486 or g1487 or g1488 or g1489 or g1490 or g1492 or g1493 or g1494 or g1495 or g1496 or g1497 or g1498 or g1499 )
g1168    ( g225 or g349 or g401 or g473 or g700 or g725 or g777 or g1029 or g1266 or g1333 )
g1169    ( g96 or g554 or g648 or g766 or g1415 or g1433 or g1477 )
g1170    ( g246 or g737 or g788 or g1118 or g1377 or g1378 or g1478 or g1487 )
g1171    ( g582 or g614 or g846 or g941 or g1042 or g1140 or g1336 )
g1172    ( g32 or g93 or g136 or g162 or g191 or g464 or g618 or g755 or g869 or g950 or g1031 or g1069 or g1161 or g1216 or g1262 or g1332 or g1370 or g1406 )
g1173    ( g14 or g43 or g44 or g62 or g77 or g90 or g98 or g99 or g126 or g178 or g195 or g196 or g215 or g240 or g291 or g296 or g357 or g377 or g428 or g432 or g444 or g458 or g504 or g511 or g572 or g603 or g631 or g639 or g650 or g651 or g659 or g671 or g700 or g710 or g711 or g735 or g757 or g760 or g776 or g781 or g782 or g785 or g810 or g824 or g840 or g864 or g869 or g896 or g967 or g1000 or g1001 or g1011 or g1015 or g1018 or g1022 or g1090 or g1136 or g1139 or g1178 or g1214 or g1243 or g1291 or g1296 or g1300 or g1374 or g1400 or g1423 or g1425 or g1443 or g1453 or g1456 or g1474 or g1481 or g1484 or g1487 )
